법령일련번호,현행연혁코드,법령명한글,법령약칭명,법령ID,공포일자,공포번호,제개정구분명,소관부처코드,소관부처명,법령구분명,공동부령정보,시행일자,자법타법여부,법령상세링크
277213,현행,결핵예방법,,001791,20251001,21065,타법개정,1790387,질병관리청,법률,,20251001,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=277213&type=HTML&mobileYn=&efYd=20251001
256435,현행,결핵예방법 시행령,,002136,20231205,33902,일부개정,1790387,질병관리청,대통령령,,20231214,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=256435&type=HTML&mobileYn=&efYd=20231214
265679,현행,결핵예방법 시행규칙,,006215,20240930,01059,일부개정,1790387,질병관리청,보건복지부령,,20250101,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=265679&type=HTML&mobileYn=&efYd=20250101
281951,현행,결혼중개업의 관리에 관한 법률,결혼중개업법,010586,20251230,21271,일부개정,1384000,성평등가족부,법률,,20260701,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=281951&type=HTML&mobileYn=&efYd=20260701
284665,현행,결혼중개업의 관리에 관한 법률 시행령,결혼중개업법 시행령,010771,20260324,36220,타법개정,1384000,성평등가족부,대통령령,,20260324,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=284665&type=HTML&mobileYn=&efYd=20260324
278825,현행,결혼중개업의 관리에 관한 법률 시행규칙,결혼중개업법 시행규칙,010776,20251001,00001,타법개정,1384000,성평등가족부,성평등가족부령,,20251001,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=278825&type=HTML&mobileYn=&efYd=20251001
276931,현행,경관법,,010447,20251001,21065,타법개정,1613000,국토교통부,법률,,20251001,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=276931&type=HTML&mobileYn=&efYd=20251001
277919,현행,경관법 시행령,,010561,20251001,35811,타법개정,1613000,국토교통부,대통령령,,20251001,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=277919&type=HTML&mobileYn=&efYd=20251001
210097,현행,경기도 수원시와 용인시의 관할구역 변경에 관한 규정,,013534,20190813,30036,제정,1741000,행정안전부,대통령령,,20190913,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=210097&type=HTML&mobileYn=&efYd=20190913
219671,현행,경기도 수원시와 화성시의 관할구역 변경에 관한 규정,,013796,20200623,30794,제정,1741000,행정안전부,대통령령,,20200724,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=219671&type=HTML&mobileYn=&efYd=20200724
241167,현행,경기도 안양시와 광명시의 관할구역 변경에 관한 규정,,014250,20220315,32533,제정,1741000,행정안전부,대통령령,,20220415,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=241167&type=HTML&mobileYn=&efYd=20220415
253533,현행,경륜ㆍ경정법,,000813,20230808,19592,타법개정,1371000,문화체육관광부,법률,,20230808,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=253533&type=HTML&mobileYn=&efYd=20230808
263871,현행,경륜ㆍ경정법 시행령,,002143,20240709,34681,일부개정,1371000,문화체육관광부,대통령령,,20240709,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=263871&type=HTML&mobileYn=&efYd=20240709
242495,현행,경륜ㆍ경정법 시행규칙,,006219,20220512,00480,일부개정,1371000,문화체육관광부,문화체육관광부령,,20220512,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=242495&type=HTML&mobileYn=&efYd=20220512
198226,현행,경범죄 처벌법,,001674,20171024,14908,일부개정,"1320000,1532000","경찰청,해양경찰청",법률,,20171024,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=198226&type=HTML&mobileYn=&efYd=20171024
241185,현행,경범죄 처벌법 시행령,,002144,20220308,32523,일부개정,"1320000,1532000","경찰청,해양경찰청",대통령령,,20220308,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=241185&type=HTML&mobileYn=&efYd=20220308
239049,현행,경범죄 처벌법 시행규칙,,006220,20211231,00298,타법개정,"1320000,1532000","경찰청,해양경찰청",행정안전부령,,20211231,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=239049&type=HTML&mobileYn=&efYd=20211231
279289,현행,경북ㆍ경남ㆍ울산 초대형산불 피해구제 및 지원 등을 위한 특별법,경북경남울산산불피해지원법,014952,20251028,21069,제정,"1400000,1543000,1741000","농림축산식품부,산림청,행정안전부",법률,,20260129,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=279289&type=HTML&mobileYn=&efYd=20260129
283031,현행,경북ㆍ경남ㆍ울산 초대형산불 피해구제 및 지원 등을 위한 특별법 시행령,경북경남울산산불피해지원법 시행령,015037,20260127,36059,제정,"1400000,1543000,1741000","농림축산식품부,산림청,행정안전부",대통령령,,20260201,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=283031&type=HTML&mobileYn=&efYd=20260201
183520,현행,경비교도대 폐지에 따른 보상 등에 관한 법률,경비교도대보상법,012557,20160529,14170,제정,1270000,법무부,법률,,20161130,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=183520&type=HTML&mobileYn=&efYd=20161130
261779,현행,경비교도대 폐지에 따른 보상 등에 관한 법률 시행령,경비교도대보상법 시행령,012676,20240416,34407,일부개정,1270000,법무부,대통령령,,20240416,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=261779&type=HTML&mobileYn=&efYd=20240416
268091,현행,경비업법,,000980,20250107,20645,일부개정,1320000,경찰청,법률,,20260108,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=268091&type=HTML&mobileYn=&efYd=20260108
280451,현행,경비업법 시행령,,002146,20251223,35930,일부개정,1320000,경찰청,대통령령,,20260108,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=280451&type=HTML&mobileYn=&efYd=20260108
264977,현행,경비업법 시행규칙,,006221,20240814,00512,일부개정,1320000,경찰청,행정안전부령,,20250131,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=264977&type=HTML&mobileYn=&efYd=20250131
247229,현행,경상북도와 대구광역시 간 관할구역 변경에 관한 법률,,014378,20230103,19155,제정,1741000,행정안전부,법률,,20230701,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=247229&type=HTML&mobileYn=&efYd=20230701
261201,현행,경영지도사 및 기술지도사에 관한 법률,경영기술지도사법,013736,20240319,20397,일부개정,1421000,중소벤처기업부,법률,,20240319,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=261201&type=HTML&mobileYn=&efYd=20240319
282923,현행,경영지도사 및 기술지도사에 관한 법률 시행령,경영기술지도사법 시행령,014054,20260127,36055,타법개정,1421000,중소벤처기업부,대통령령,,20260201,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=282923&type=HTML&mobileYn=&efYd=20260201
231549,현행,경영지도사 및 기술지도사에 관한 법률 시행규칙,경영기술지도사법 시행규칙,014067,20210409,00043,제정,1421000,중소벤처기업부,중소벤처기업부령,,20210409,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=231549&type=HTML&mobileYn=&efYd=20210409
280781,현행,경제관계장관회의 규정,,002181,20251230,35947,타법개정,1053000,재정경제부,대통령령,,20260102,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=280781&type=HTML&mobileYn=&efYd=20260102
276053,현행,경제교육지원법,,010908,20251001,21065,타법개정,1053000,재정경제부,법률,,20260102,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=276053&type=HTML&mobileYn=&efYd=20260102
280783,현행,경제교육지원법 시행령,,010975,20251230,35947,타법개정,1053000,재정경제부,대통령령,,20260102,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=280783&type=HTML&mobileYn=&efYd=20260102
276841,현행,경제사회노동위원회법,,001977,20251001,21065,타법개정,1492000,고용노동부,법률,,20260102,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=276841&type=HTML&mobileYn=&efYd=20260102
281217,현행,경제사회노동위원회법 시행령,,003172,20251230,35947,타법개정,1492000,고용노동부,대통령령,,20260102,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=281217&type=HTML&mobileYn=&efYd=20260102
280361,현행,경제안보를 위한 공급망 안정화 지원 기본법,공급망안정화법,014551,20251223,21207,일부개정,1053000,재정경제부,법률,,20260624,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=280361&type=HTML&mobileYn=&efYd=20260624
287051,현행,경제안보를 위한 공급망 안정화 지원 기본법 시행령,공급망안정화법 시행령,014674,20260623,36421,일부개정,1053000,재정경제부,대통령령,,20260624,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=287051&type=HTML&mobileYn=&efYd=20260624
266289,현행,경제자유구역 내 외국의료기관의 개설허가절차 등에 관한 규칙,,011702,20241107,01068,타법개정,1352000,보건복지부,보건복지부령,,20241107,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=266289&type=HTML&mobileYn=&efYd=20241107
230353,현행,경제자유구역 및 제주국제자유도시의 외국교육기관 설립ㆍ운영에 관한 특별법,외국교육기관법,009936,20210323,17954,타법개정,1342000,교육부,법률,,20210323,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=230353&type=HTML&mobileYn=&efYd=20210323
284667,현행,경제자유구역 및 제주국제자유도시의 외국교육기관 설립ㆍ운영에 관한 특별법 시행령,외국교육기관법 시행령,010073,20260324,36220,타법개정,1342000,교육부,대통령령,,20260324,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=284667&type=HTML&mobileYn=&efYd=20260324
286513,현행,경제자유구역의 지정 및 운영에 관한 특별법,경제자유구역법,009411,20260602,21738,타법개정,1451000,산업통상부,법률,,20260602,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=286513&type=HTML&mobileYn=&efYd=20260602
284669,현행,경제자유구역의 지정 및 운영에 관한 특별법 시행령,경제자유구역법 시행령,009522,20260324,36220,타법개정,1451000,산업통상부,대통령령,,20260324,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=284669&type=HTML&mobileYn=&efYd=20260324
278689,현행,경제자유구역의 지정 및 운영에 관한 특별법 시행규칙,경제자유구역법 시행규칙,010889,20251001,00001,타법개정,1451000,산업통상부,산업통상부령,,20251001,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=278689&type=HTML&mobileYn=&efYd=20251001
280733,현행,경제총조사 규칙,,011298,20251223,02065,일부개정,1241000,국가데이터처,총리령,,20251223,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=280733&type=HTML&mobileYn=&efYd=20251223
266951,현행,경찰공무원 교육훈련규정,,002186,20241210,35051,전부개정,1320000,경찰청,대통령령,,20250311,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=266951&type=HTML&mobileYn=&efYd=20250311
266819,현행,경찰공무원 등의 개인정보 처리에 관한 규정,경찰개인정보처리규정,014782,20241203,35039,제정,"1320000,1532000","경찰청,해양경찰청",대통령령,,20241203,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=266819&type=HTML&mobileYn=&efYd=20241203
268093,현행,경찰공무원법,,001643,20250107,20646,일부개정,"1320000,1532000","경찰청,해양경찰청",법률,,20250107,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=268093&type=HTML&mobileYn=&efYd=20250107
260447,현행,경찰공무원 보건안전 및 복지 기본법,경찰복지법,011558,20240220,20313,일부개정,"1320000,1532000","경찰청,해양경찰청",법률,,20240220,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=260447&type=HTML&mobileYn=&efYd=20240220
281727,현행,경찰공무원 보건안전 및 복지 기본법 시행령,경찰복지법 시행령,011681,20251230,35948,타법개정,"1320000,1532000","경찰청,해양경찰청",대통령령,,20260102,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=281727&type=HTML&mobileYn=&efYd=20260102
227157,현행,경찰공무원 복무규정,,002191,20210105,31380,타법개정,1320000,경찰청,대통령령,,20210105,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=227157&type=HTML&mobileYn=&efYd=20210105
256991,현행,경찰공무원 승진임용 규정,,002193,20231219,33986,일부개정,1320000,경찰청,대통령령,,20260701,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=256991&type=HTML&mobileYn=&efYd=20260701
259353,현행,경찰공무원 승진임용 규정 시행규칙,,006236,20240119,00456,일부개정,1320000,경찰청,행정안전부령,,20260701,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=259353&type=HTML&mobileYn=&efYd=20260701
284001,현행,경찰공무원 임용령,,002194,20260310,36168,일부개정,1320000,경찰청,대통령령,,20260310,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=284001&type=HTML&mobileYn=&efYd=20260310
284173,현행,경찰공무원 임용령 시행규칙,,006239,20260317,00612,일부개정,1320000,경찰청,행정안전부령,,20260317,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=284173&type=HTML&mobileYn=&efYd=20260317
245047,현행,경찰공무원 지급품에 관한 규칙,,009173,20221024,00354,일부개정,"1320000,1532000","경찰청,해양경찰청",행정안전부령,,20221024,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=245047&type=HTML&mobileYn=&efYd=20221024
241165,현행,경찰공무원 징계령,,002195,20220315,32534,일부개정,1320000,경찰청,대통령령,,20220315,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=241165&type=HTML&mobileYn=&efYd=20220315
269177,현행,경찰공무원 특수지근무수당 지급규칙,,009180,20250217,00548,일부개정,1320000,경찰청,행정안전부령,,20250217,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=269177&type=HTML&mobileYn=&efYd=20250217
260237,현행,경찰공제회법,,000987,20240213,20268,일부개정,1320000,경찰청,법률,,20240514,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=260237&type=HTML&mobileYn=&efYd=20240514
230513,현행,경찰관의 정보수집 및 처리 등에 관한 규정,,014046,20210323,31555,제정,1320000,경찰청,대통령령,,20210323,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=230513&type=HTML&mobileYn=&efYd=20210323
282479,현행,경찰관 직무집행법,,000985,20260106,21304,일부개정,1320000,경찰청,법률,,20260707,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=282479&type=HTML&mobileYn=&efYd=20260707
287563,현행,경찰관 직무집행법 시행령,,002199,20260630,36462,일부개정,"1320000,1532000","경찰청,해양경찰청",대통령령,,20260701,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=287563&type=HTML&mobileYn=&efYd=20260701
224453,현행,경찰대학 설치법,,000990,20201222,17689,타법개정,1320000,경찰청,법률,,20210101,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=224453&type=HTML&mobileYn=&efYd=20210101
266955,현행,경찰대학의 학사운영에 관한 규정,,002202,20241210,35051,타법개정,1320000,경찰청,대통령령,,20250311,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=266955&type=HTML&mobileYn=&efYd=20250311
108627,현행,경찰병원 임상연구비 지급규칙,,006251,20101102,00169,전부개정,1320000,경찰청,행정안전부령,,20110101,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=108627&type=HTML&mobileYn=&efYd=20110101
239097,현행,경찰복제에 관한 규칙,,006252,20211231,00298,타법개정,1320000,경찰청,행정안전부령,,20211231,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=239097&type=HTML&mobileYn=&efYd=20211231
287735,현행,경찰수사규칙,,013976,20260630,00629,일부개정,1320000,경찰청,행정안전부령,,20260701,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=287735&type=HTML&mobileYn=&efYd=20260701
224455,현행,경찰제복 및 경찰장비의 규제에 관한 법률,경찰제복장비법,012199,20201222,17689,타법개정,1320000,경찰청,법률,,20210101,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=224455&type=HTML&mobileYn=&efYd=20210101
249699,현행,경찰제복 및 경찰장비의 규제에 관한 법률 시행령,경찰제복장비법 시행령,012424,20230411,33382,타법개정,1320000,경찰청,대통령령,,20230605,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=249699&type=HTML&mobileYn=&efYd=20230605
239099,현행,경찰제복 및 경찰장비의 규제에 관한 법률 시행규칙,경찰제복장비법 시행규칙,012448,20211231,00298,타법개정,1320000,경찰청,행정안전부령,,20211231,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=239099&type=HTML&mobileYn=&efYd=20211231
224457,현행,경찰직무 응원법,,000984,20201222,17689,타법개정,1320000,경찰청,법률,,20210101,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=224457&type=HTML&mobileYn=&efYd=20210101
264459,현행,경찰착용기록장치 운영 등에 관한 규정,경찰착용기록장치규정,014703,20240730,34766,제정,"1320000,1532000","경찰청,해양경찰청",대통령령,,20240731,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=264459&type=HTML&mobileYn=&efYd=20240731
287559,현행,경찰청과 그 소속기관 직제,,002215,20260630,36460,일부개정,"1320000,1741000","경찰청,행정안전부",대통령령,,20260701,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=287559&type=HTML&mobileYn=&efYd=20260701
287737,현행,경찰청과 그 소속기관 직제 시행규칙,,006255,20260630,00626,일부개정,1320000,경찰청,행정안전부령,,20260701,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=287737&type=HTML&mobileYn=&efYd=20260701
280029,현행,계량에 관한 법률,,001457,20251202,21151,일부개정,1451000,산업통상부,법률,,20260303,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=280029&type=HTML&mobileYn=&efYd=20260303
278291,현행,계량에 관한 법률 시행령,,002221,20251001,35803,타법개정,1451000,산업통상부,대통령령,,20251001,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=278291&type=HTML&mobileYn=&efYd=20251001
270347,현행,계량에 관한 법률 시행규칙,,006264,20250325,00602,일부개정,1451000,산업통상부,산업통상자원부령,,20260326,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=270347&type=HTML&mobileYn=&efYd=20260326
223179,현행,계룡대근무지원단령,,002223,20201201,31199,일부개정,1290000,국방부,대통령령,,20201231,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=223179&type=HTML&mobileYn=&efYd=20201231
229741,현행,계산증명규칙,,008782,20210222,00340,일부개정,1040000,감사원,감사원규칙,,20210222,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=229741&type=HTML&mobileYn=&efYd=20210222
272873,현행,계엄법,,000921,20250722,20993,일부개정,1290000,국방부,법률,,20250722,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=272873&type=HTML&mobileYn=&efYd=20250722
287011,현행,계엄법 시행령,,002228,20260616,36408,일부개정,1290000,국방부,대통령령,,20260616,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=287011&type=HTML&mobileYn=&efYd=20260616
234237,현행,계엄사령부직제,,002229,20210727,31910,일부개정,1290000,국방부,대통령령,,20210801,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=234237&type=HTML&mobileYn=&efYd=20210801
277169,현행,고도 보존 및 육성에 관한 특별법,고도육성법,009671,20251001,21065,타법개정,1833100,국가유산청,법률,,20260102,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=277169&type=HTML&mobileYn=&efYd=20260102
269089,현행,고도 보존 및 육성에 관한 특별법 시행령,고도육성법 시행령,009910,20250218,35269,일부개정,1833100,국가유산청,대통령령,,20250218,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=269089&type=HTML&mobileYn=&efYd=20250218
269795,현행,고도 보존 및 육성에 관한 특별법 시행규칙,고도육성법 시행규칙,009909,20250312,00587,일부개정,1833100,국가유산청,문화체육관광부령,,20250312,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=269795&type=HTML&mobileYn=&efYd=20250312
254853,현행,고독사 예방 및 관리에 관한 법률,고독사예방법,013719,20230914,19716,일부개정,1352000,보건복지부,법률,,20240315,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=254853&type=HTML&mobileYn=&efYd=20240315
281841,현행,고독사 예방 및 관리에 관한 법률 시행령,고독사예방법 시행령,014048,20251230,35986,일부개정,1352000,보건복지부,대통령령,,20251230,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=281841&type=HTML&mobileYn=&efYd=20251230
261481,현행,고독사 예방 및 관리에 관한 법률 시행규칙,고독사예방법 시행규칙,014055,20240325,01001,일부개정,1352000,보건복지부,보건복지부령,,20240325,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=261481&type=HTML&mobileYn=&efYd=20240325
116822,현행,고등검찰청 검사의 지방검찰청 소재지에서의 사무처리에 관한 규칙,,006269,20110909,00748,일부개정,1270000,법무부,법무부령,,20110909,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=116822&type=HTML&mobileYn=&efYd=20110909
137527,현행,고등교육기관의 자체평가에 관한 규칙,,010882,20130323,00001,타법개정,1342000,교육부,교육부령,,20130323,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=137527&type=HTML&mobileYn=&efYd=20130323
255185,현행,고등교육기관의 평가ㆍ인증 등에 관한 규정,,010880,20231010,33787,일부개정,1342000,교육부,대통령령,,20240411,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=255185&type=HTML&mobileYn=&efYd=20240411
268513,현행,고등교육법,,000899,20250121,20662,일부개정,1342000,교육부,법률,,20260301,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=268513&type=HTML&mobileYn=&efYd=20260301
283667,현행,고등교육법 시행령,,002233,20260227,36146,일부개정,1342000,교육부,대통령령,,20260301,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=283667&type=HTML&mobileYn=&efYd=20260301
218593,현행,고등법원 부의 지방법원 소재지에서의 사무처리에 관한 규칙,,005706,20200601,02898,일부개정,9740000,대법원,대법원규칙,,20210301,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=218593&type=HTML&mobileYn=&efYd=20210301
230581,현행,고등법원 부장판사급 이상의 법관의 보직범위에 관한 규칙,,009703,20210325,02971,일부개정,9740000,대법원,대법원규칙,,20210325,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=230581&type=HTML&mobileYn=&efYd=20210325
280425,현행,고등ㆍ평생교육지원특별회계법,,014385,20251223,21227,일부개정,1342000,교육부,법률,,20260101,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=280425&type=HTML&mobileYn=&efYd=20260101
284671,현행,고등학교 이하 각급 학교 설립ㆍ운영 규정,,002235,20260324,36220,타법개정,1342000,교육부,대통령령,,20260324,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=284671&type=HTML&mobileYn=&efYd=20260324
191256,현행,고등학교 이하 각급 학교 설립ㆍ운영 규정 시행규칙,,006273,20170118,00116,일부개정,1342000,교육부,교육부령,,20170118,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=191256&type=HTML&mobileYn=&efYd=20170118
248485,현행,고려인동포 합법적 체류자격 취득 및 정착 지원을 위한 특별법,고려인동포법,011202,20230304,19228,타법개정,1832000,재외동포청,법률,,20230605,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=248485&type=HTML&mobileYn=&efYd=20230605
249555,현행,고려인동포 합법적 체류자격 취득 및 정착 지원을 위한 특별법 시행령,고려인동포법 시행령,012157,20230405,33377,타법개정,1832000,재외동포청,대통령령,,20230605,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=249555&type=HTML&mobileYn=&efYd=20230605
276649,현행,고령친화산업 진흥법,고령친화산업법,010358,20251001,21065,타법개정,1352000,보건복지부,법률,,20251001,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=276649&type=HTML&mobileYn=&efYd=20251001
284673,현행,고령친화산업 진흥법 시행령,,010463,20260324,36220,타법개정,1352000,보건복지부,대통령령,,20260324,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=284673&type=HTML&mobileYn=&efYd=20260324
283919,현행,고압가스 안전관리법,고압가스법,001850,20260310,21438,타법개정,1451000,산업통상부,법률,,20260310,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=283919&type=HTML&mobileYn=&efYd=20260310
286839,현행,고압가스 안전관리법 시행령,고압가스법 시행령,002246,20260609,36400,일부개정,1451000,산업통상부,대통령령,,20260609,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=286839&type=HTML&mobileYn=&efYd=20260609
286887,현행,고압가스 안전관리법 시행규칙,고압가스법 시행규칙,006285,20260611,00015,일부개정,1451000,산업통상부,산업통상부령,,20260611,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=286887&type=HTML&mobileYn=&efYd=20260611
36135,현행,고엽제가사용된남방한계선인접지역의범위에관한규칙,,006286,20000705,00517,제정,1290000,국방부,국방부령,,20000705,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=36135&type=HTML&mobileYn=&efYd=20000705
268567,현행,고엽제후유의증 등 환자지원 및 단체설립에 관한 법률,고엽제법,001327,20250121,20683,일부개정,1830000,국가보훈부,법률,,20250422,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=268567&type=HTML&mobileYn=&efYd=20250422
284675,현행,고엽제후유의증 등 환자지원 및 단체설립에 관한 법률 시행령,고엽제법 시행령,002248,20260324,36220,타법개정,1830000,국가보훈부,대통령령,,20260324,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=284675&type=HTML&mobileYn=&efYd=20260324
279499,현행,고엽제후유의증 등 환자지원 및 단체설립에 관한 법률 시행규칙,고엽제법 시행규칙,006287,20251031,00062,타법개정,1830000,국가보훈부,국가보훈부령,,20251031,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=279499&type=HTML&mobileYn=&efYd=20251031
246209,현행,고용노동부 소관 비상대비에 관한 법률 시행규칙,,012894,20221216,00372,일부개정,1492000,고용노동부,고용노동부령,,20221216,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=246209&type=HTML&mobileYn=&efYd=20221216
193534,현행,고용노동부 소관 비영리법인의 설립 및 감독에 관한 규칙,,006927,20170419,00185,타법개정,1492000,고용노동부,고용노동부령,,20170419,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=193534&type=HTML&mobileYn=&efYd=20170419
287069,현행,고용노동부와 그 소속기관 직제,,003159,20260623,36423,타법개정,"1492000,1741000","고용노동부,행정안전부",대통령령,,20260701,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=287069&type=HTML&mobileYn=&efYd=20260701
287609,현행,고용노동부와 그 소속기관 직제 시행규칙,,006928,20260630,00472,일부개정,1492000,고용노동부,고용노동부령,,20260701,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=287609&type=HTML&mobileYn=&efYd=20260701
247481,현행,고용보험 및 산업재해보상보험의 보험료징수 등에 관한 법률,고용산재보험료징수법,009589,20221231,19209,일부개정,1492000,고용노동부,법률,,20240101,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=247481&type=HTML&mobileYn=&efYd=20240101
280527,현행,고용보험 및 산업재해보상보험의 보험료징수 등에 관한 법률 시행령,고용산재보험료징수법 시행령,009842,20251223,35935,일부개정,1492000,고용노동부,대통령령,,20251223,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=280527&type=HTML&mobileYn=&efYd=20251223
287859,현행,고용보험 및 산업재해보상보험의 보험료징수 등에 관한 법률 시행규칙,고용산재보험료징수법 시행규칙,009859,20260701,00473,일부개정,1492000,고용노동부,고용노동부령,,20260701,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=287859&type=HTML&mobileYn=&efYd=20260701
279807,현행,고용보험법,,001761,20251111,21133,일부개정,1492000,고용노동부,법률,,20260512,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=279807&type=HTML&mobileYn=&efYd=20260512
