법령일련번호,현행연혁코드,법령명한글,법령약칭명,법령ID,공포일자,공포번호,제개정구분명,소관부처코드,소관부처명,법령구분명,공동부령정보,시행일자,자법타법여부,법령상세링크
253527,현행,10ㆍ27법난 피해자의 명예회복 등에 관한 법률,10ㆍ27법난법,010719,20230808,19592,타법개정,1371000,문화체육관광부,법률,,20230808,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=253527&type=HTML&mobileYn=&efYd=20230808
277805,현행,10ㆍ27법난 피해자의 명예회복 등에 관한 법률 시행령,10ㆍ27법난법 시행령,010831,20251001,35811,타법개정,1371000,문화체육관광부,대통령령,,20251001,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=277805&type=HTML&mobileYn=&efYd=20251001
283303,현행,10ㆍ29이태원참사 피해자 권리보장과 진상규명 및 재발방지를 위한 특별법,이태원참사진상규명법,014656,20260210,21334,일부개정,"1741000,1834600","10·29이태원참사진상규명과재발방지를위한특별조사위원회,행정안전부",법률,,20260511,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=283303&type=HTML&mobileYn=&efYd=20260511
285793,현행,10ㆍ29이태원참사 피해자 권리보장과 진상규명 및 재발방지를 위한 특별법 시행령,이태원참사진상규명법 시행령,014808,20260506,36297,일부개정,"1741000,1834600","10·29이태원참사진상규명과재발방지를위한특별조사위원회,행정안전부",대통령령,,20260511,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=285793&type=HTML&mobileYn=&efYd=20260511
257787,현행,112신고의 운영 및 처리에 관한 법률,112신고처리법,014565,20240102,19870,제정,1320000,경찰청,법률,,20240703,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=257787&type=HTML&mobileYn=&efYd=20240703
263521,현행,112신고의 운영 및 처리에 관한 법률 시행령,112신고처리법 시행령,014679,20240702,34629,제정,1320000,경찰청,대통령령,,20240703,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=263521&type=HTML&mobileYn=&efYd=20240703
266637,현행,119구조ㆍ구급에 관한 법률,119법,011349,20241203,20543,일부개정,1661000,소방청,법률,,20250604,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=266637&type=HTML&mobileYn=&efYd=20250604
287229,현행,119구조ㆍ구급에 관한 법률 시행령,119법 시행령,011452,20260623,36432,타법개정,1661000,소방청,대통령령,,20260701,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=287229&type=HTML&mobileYn=&efYd=20260701
287767,현행,119구조ㆍ구급에 관한 법률 시행규칙,119법 시행규칙,011457,20260701,00628,타법개정,1661000,소방청,행정안전부령,,20260701,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=287767&type=HTML&mobileYn=&efYd=20260701
257743,현행,119긴급신고의 관리 및 운영에 관한 법률,119긴급신고법,014566,20240102,19872,제정,1661000,소방청,법률,,20240703,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=257743&type=HTML&mobileYn=&efYd=20240703
287231,현행,119긴급신고의 관리 및 운영에 관한 법률 시행령,119긴급신고법 시행령,014680,20260623,36432,타법개정,1661000,소방청,대통령령,,20260701,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=287231&type=HTML&mobileYn=&efYd=20260701
287769,현행,119긴급신고의 관리 및 운영에 관한 법률 시행규칙,119긴급신고법 시행규칙,014688,20260701,00628,타법개정,1661000,소방청,행정안전부령,,20260701,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=287769&type=HTML&mobileYn=&efYd=20260701
285359,현행,12ㆍ29여객기참사 피해구제 및 지원 등을 위한 특별법,12ㆍ29여객기참사지원법,014877,20260407,21538,일부개정,1613000,국토교통부,법률,,20260708,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=285359&type=HTML&mobileYn=&efYd=20260708
287497,현행,12ㆍ29여객기참사 피해구제 및 지원 등을 위한 특별법 시행령,12ㆍ29여객기참사지원법 시행령,014899,20260630,36477,일부개정,1613000,국토교통부,대통령령,,20260708,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=287497&type=HTML&mobileYn=&efYd=20260708
24144,현행,1945년이후종전의규정에의한학교졸업자자격인정령,,004546,19691204,04401,전부개정,1342000,교육부,대통령령,,19691204,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=24144&type=HTML&mobileYn=&efYd=19691204
283697,현행,1959년 12월 31일 이전에 퇴직한 군인의 퇴직급여금지급에 관한 특별법,1959이전군퇴직금법,009678,20260227,21385,일부개정,1290000,국방부,법률,,20260528,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=283697&type=HTML&mobileYn=&efYd=20260528
264479,현행,1959년 12월 31일 이전에 퇴직한 군인의 퇴직급여금지급에 관한 특별법 시행령,1959이전군퇴직금법 시행령,009990,20240730,34785,타법개정,1290000,국방부,대통령령,,20240730,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=264479&type=HTML&mobileYn=&efYd=20240730
3274,현행,1980년해직공무원의보상등에관한특별조치법,1980해직자보상법,001348,19890329,04101,제정,1760000,인사혁신처,법률,,19890329,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=3274&type=HTML&mobileYn=&efYd=19890329
204611,현행,1980년해직공무원의보상등에관한특별조치법시행령,1980해직자보상법 시행령,004549,20180918,29181,타법개정,1760000,인사혁신처,대통령령,,20180921,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=204611&type=HTML&mobileYn=&efYd=20180921
281977,현행,1인 창조기업 육성에 관한 법률,1인창조기업법,011370,20251230,21284,일부개정,1421000,중소벤처기업부,법률,,20260331,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=281977&type=HTML&mobileYn=&efYd=20260331
280537,현행,1인 창조기업 육성에 관한 법률 시행령,1인창조기업법 시행령,011474,20251223,35939,타법개정,1421000,중소벤처기업부,대통령령,,20251223,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=280537&type=HTML&mobileYn=&efYd=20251223
265869,현행,2018 평창 동계올림픽대회 및 동계패럴림픽대회 지원 등에 관한 특별법,평창올림픽법,011532,20241022,20490,타법개정,1371000,문화체육관광부,법률,,20241022,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=265869&type=HTML&mobileYn=&efYd=20241022
281065,현행,2018 평창 동계올림픽대회 및 동계패럴림픽대회 지원 등에 관한 특별법 시행령,평창올림픽법 시행령,011679,20251230,35947,타법개정,1371000,문화체육관광부,대통령령,,20260102,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=281065&type=HTML&mobileYn=&efYd=20260102
273185,현행,2025 경주 아시아태평양경제협력체 정상회의 지원 특별법 시행령,경주APEC정상회의법 시행령,014878,20250812,35700,일부개정,1262000,외교부,대통령령,,20250812,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=273185&type=HTML&mobileYn=&efYd=20250812
283677,현행,2028 울산국제정원박람회 지원 및 사후활용에 관한 특별법,,015055,20260227,21400,제정,1400000,산림청,법률,,20260227,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=283677&type=HTML&mobileYn=&efYd=20260227
231363,현행,30개월 이상 복무한 상등병 만기전역자의 특별진급을 위한 특별법,상등병전역자특별진급법,014061,20210413,17991,제정,1290000,국방부,법률,,20211014,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=231363&type=HTML&mobileYn=&efYd=20211014
261603,현행,30개월 이상 복무한 상등병 만기전역자의 특별진급을 위한 특별법 시행령,상등병전역자특별진급법 시행령,014165,20240402,34377,일부개정,1290000,국방부,대통령령,,20240402,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=261603&type=HTML&mobileYn=&efYd=20240402
233957,현행,3ㆍ15의거 참여자의 명예회복 등에 관한 법률,3ㆍ15의거법,014119,20210720,18301,제정,1741000,행정안전부,법률,,20220121,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=233957&type=HTML&mobileYn=&efYd=20220121
283609,현행,3ㆍ15의거 참여자의 명예회복 등에 관한 법률 시행령,3ㆍ15의거법 시행령,014229,20260225,36123,타법개정,1741000,행정안전부,대통령령,,20260226,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=283609&type=HTML&mobileYn=&efYd=20260226
284117,현행,4ㆍ16세월호참사 진상규명 및 안전사회 건설 등을 위한 특별법,세월호진상규명법,012159,20260305,21446,타법개정,1192000,해양수산부,법률,,20260701,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=284117&type=HTML&mobileYn=&efYd=20260701
281677,현행,4ㆍ16세월호참사 진상규명 및 안전사회 건설 등을 위한 특별법 시행령,세월호진상규명법 시행령,012290,20251230,35948,타법개정,1192000,해양수산부,대통령령,,20260102,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=281677&type=HTML&mobileYn=&efYd=20260102
284115,현행,4ㆍ16세월호참사 피해구제 및 지원 등을 위한 특별법,세월호피해지원법,012245,20260305,21446,타법개정,"1092000,1192000","국무조정실,해양수산부",법률,,20260701,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=284115&type=HTML&mobileYn=&efYd=20260701
267301,현행,4ㆍ16세월호참사 피해구제 및 지원 등을 위한 특별법 시행령,세월호피해지원법 시행령,012272,20241224,35106,일부개정,"1092000,1192000","국무조정실,해양수산부",대통령령,,20241224,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=267301&type=HTML&mobileYn=&efYd=20241224
280919,현행,4차산업혁명위원회의 설치 및 운영에 관한 규정,,012976,20251230,35947,타법개정,1721000,과학기술정보통신부,대통령령,,20260102,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=280919&type=HTML&mobileYn=&efYd=20260102
284119,현행,5ㆍ18민주유공자예우 및 단체설립에 관한 법률,5ㆍ18유공자법,009289,20260305,21446,타법개정,1830000,국가보훈부,법률,,20260701,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=284119&type=HTML&mobileYn=&efYd=20260701
287255,현행,5ㆍ18민주유공자예우 및 단체설립에 관한 법률 시행령,5ㆍ18유공자법 시행령,009339,20260623,36424,타법개정,1830000,국가보훈부,대통령령,,20260701,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=287255&type=HTML&mobileYn=&efYd=20260701
279497,현행,5ㆍ18민주유공자예우 및 단체설립에 관한 법률 시행규칙,5ㆍ18유공자법 시행규칙,009381,20251031,00062,타법개정,1830000,국가보훈부,국가보훈부령,,20251031,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=279497&type=HTML&mobileYn=&efYd=20251031
284121,현행,5ㆍ18민주화운동 관련자 보상 등에 관한 법률,5ㆍ18보상법,001234,20260305,21446,타법개정,1741000,행정안전부,법률,,20260701,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=284121&type=HTML&mobileYn=&efYd=20260701
287061,현행,5ㆍ18민주화운동 관련자 보상 등에 관한 법률 시행령,5ㆍ18보상법 시행령,002543,20260623,36423,타법개정,1741000,행정안전부,대통령령,,20260701,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=287061&type=HTML&mobileYn=&efYd=20260701
235549,현행,5ㆍ18민주화운동 등에 관한 특별법,5ㆍ18민주화운동법,001159,20210924,18465,타법개정,"1270000,1290000","국방부,법무부",법률,,20220701,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=235549&type=HTML&mobileYn=&efYd=20220701
260411,현행,5ㆍ18민주화운동 진상규명을 위한 특별법,5ㆍ18진상규명법,013091,20240213,20309,타법개정,1075000,5.18민주화운동진상규명조사위원회,법률,,20240517,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=260411&type=HTML&mobileYn=&efYd=20240517
287063,현행,5ㆍ18민주화운동 진상규명을 위한 특별법 시행령,5ㆍ18진상규명법 시행령,013166,20260623,36423,타법개정,1075000,5.18민주화운동진상규명조사위원회,대통령령,,20260701,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=287063&type=HTML&mobileYn=&efYd=20260701
260413,현행,6ㆍ25 전사자유해의 발굴 등에 관한 법률,6ㆍ25전사자발굴법,010716,20240213,20309,타법개정,1290000,국방부,법률,,20240517,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=260413&type=HTML&mobileYn=&efYd=20240517
271395,현행,6ㆍ25 전사자유해의 발굴 등에 관한 법률 시행령,6ㆍ25전사자발굴법 시행령,010791,20250602,35562,일부개정,1290000,국방부,대통령령,,20250602,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=271395&type=HTML&mobileYn=&efYd=20250602
267383,현행,6ㆍ25전쟁 납북피해 진상규명 및 납북피해자 명예회복에 관한 법률,6ㆍ25납북자법,011176,20241220,20573,일부개정,1250000,통일부,법률,,20241220,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=267383&type=HTML&mobileYn=&efYd=20241220
195536,현행,6ㆍ25전쟁 납북피해 진상규명 및 납북피해자 명예회복에 관한 법률 시행령,6ㆍ25납북자법 시행령,011285,20170726,28211,타법개정,1250000,통일부,대통령령,,20170726,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=195536&type=HTML&mobileYn=&efYd=20170726
108667,현행,6ㆍ25전쟁 납북피해 진상규명 및 납북피해자 명예회복에 관한 법률에 의한 가족관계등록사무처리규칙,,011302,20101104,02307,제정,9740000,대법원,대법원규칙,,20101104,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=108667&type=HTML&mobileYn=&efYd=20101104
287977,현행,6ㆍ25전쟁 무공훈장 수여 등에 관한 법률,6ㆍ25무공훈장법,013468,20260707,21829,일부개정,1290000,국방부,법률,,20260707,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=287977&type=HTML&mobileYn=&efYd=20260707
210003,현행,6ㆍ25전쟁 무공훈장 수여 등에 관한 법률 시행령,6ㆍ25무공훈장법 시행령,013528,20190723,29993,제정,1290000,국방부,대통령령,,20190724,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=210003&type=HTML&mobileYn=&efYd=20190724
266675,현행,6ㆍ25전쟁 전후 적 지역에서 활동한 비정규군 공로자 보상에 관한 법률,6ㆍ25비정규군보상법,014062,20241203,20536,일부개정,1290000,국방부,법률,,20250401,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=266675&type=HTML&mobileYn=&efYd=20250401
266349,현행,6ㆍ25전쟁 전후 적 지역에서 활동한 비정규군 공로자 보상에 관한 법률 시행령,6ㆍ25비정규군보상법 시행령,014166,20241112,34989,타법개정,1290000,국방부,대통령령,,20241112,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=266349&type=HTML&mobileYn=&efYd=20241112
251487,현행,6ㆍ25전쟁 정전60주년 기념 호국영웅기장 수여규칙,,011890,20230605,00001,타법개정,1830000,국가보훈부,국가보훈부령,,20230605,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=251487&type=HTML&mobileYn=&efYd=20230605
255405,현행,가덕도신공항건설공단법,,014518,20231024,19762,제정,1613000,국토교통부,법률,,20240425,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=255405&type=HTML&mobileYn=&efYd=20240425
261795,현행,가덕도신공항건설공단법 시행령,,014641,20240416,34420,제정,1613000,국토교통부,대통령령,,20240425,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=261795&type=HTML&mobileYn=&efYd=20240425
262103,현행,가덕도신공항건설공단법 시행규칙,,014647,20240425,01329,제정,1613000,국토교통부,국토교통부령,,20240425,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=262103&type=HTML&mobileYn=&efYd=20240425
280063,현행,가덕도신공항 건설을 위한 특별법,가덕도신공항법,014035,20251202,21163,일부개정,1613000,국토교통부,법률,,20260303,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=280063&type=HTML&mobileYn=&efYd=20260303
283651,현행,가덕도신공항 건설을 위한 특별법 시행령,가덕도신공항법 시행령,014145,20260227,36152,일부개정,1613000,국토교통부,대통령령,,20260303,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=283651&type=HTML&mobileYn=&efYd=20260303
235695,현행,가덕도신공항 건설을 위한 특별법 시행규칙,가덕도신공항법 시행규칙,014155,20210917,00886,제정,1613000,국토교통부,국토교통부령,,20210917,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=235695&type=HTML&mobileYn=&efYd=20210917
188538,현행,가등기담보 등에 관한 법률,가등기담보법,001257,20161227,14474,타법개정,1270000,법무부,법률,,20170328,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=188538&type=HTML&mobileYn=&efYd=20170328
268283,현행,가맹사업거래의 공정화에 관한 법률,가맹사업법,009367,20250121,20712,타법개정,1130000,공정거래위원회,법률,,20250121,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=268283&type=HTML&mobileYn=&efYd=20250121
284653,현행,가맹사업거래의 공정화에 관한 법률 시행령,가맹사업법 시행령,009369,20260324,36220,타법개정,1130000,공정거래위원회,대통령령,,20260324,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=284653&type=HTML&mobileYn=&efYd=20260324
276455,현행,가맹사업 진흥에 관한 법률,가맹사업진흥법,010593,20251001,21065,타법개정,1451000,산업통상부,법률,,20251001,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=276455&type=HTML&mobileYn=&efYd=20251001
278287,현행,가맹사업 진흥에 관한 법률 시행령,가맹사업진흥법 시행령,010786,20251001,35803,타법개정,1451000,산업통상부,대통령령,,20251001,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=278287&type=HTML&mobileYn=&efYd=20251001
232959,현행,가사근로자의 고용개선 등에 관한 법률,가사근로자법,014099,20210615,18285,제정,1492000,고용노동부,법률,,20220616,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=232959&type=HTML&mobileYn=&efYd=20220616
267779,현행,가사근로자의 고용개선 등에 관한 법률 시행령,가사근로자법 시행령,014286,20241231,35172,타법개정,1492000,고용노동부,대통령령,,20241231,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=267779&type=HTML&mobileYn=&efYd=20241231
243269,현행,가사근로자의 고용개선 등에 관한 법률 시행규칙,가사근로자법 시행규칙,014297,20220609,00354,제정,1492000,고용노동부,고용노동부령,,20220616,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=243269&type=HTML&mobileYn=&efYd=20220616
283111,현행,가사소송규칙,,005694,20260129,03241,일부개정,9740000,대법원,대법원규칙,,20260129,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=283111&type=HTML&mobileYn=&efYd=20260129
265309,현행,가사소송법,,001206,20240920,20432,타법개정,1270000,법무부,법률,,20260101,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=265309&type=HTML&mobileYn=&efYd=20260101
181255,현행,가사소송수수료규칙,,005695,20160219,02639,일부개정,9740000,대법원,대법원규칙,,20160701,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=181255&type=HTML&mobileYn=&efYd=20160701
260801,현행,가상융합산업 진흥법,,014626,20240227,20352,제정,1721000,과학기술정보통신부,법률,,20240828,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=260801&type=HTML&mobileYn=&efYd=20240828
265063,현행,가상융합산업 진흥법 시행령,,014725,20240827,34853,제정,1721000,과학기술정보통신부,대통령령,,20240828,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=265063&type=HTML&mobileYn=&efYd=20240828
265103,현행,가상융합산업 진흥법 시행규칙,,014727,20240828,00132,제정,1721000,과학기술정보통신부,과학기술정보통신부령,,20240828,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=265103&type=HTML&mobileYn=&efYd=20240828
261099,현행,가상자산 이용자 보호 등에 관한 법률,가상자산이용자보호법,014474,20240312,20372,타법개정,1160100,금융위원회,법률,,20240719,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=261099&type=HTML&mobileYn=&efYd=20240719
270729,현행,가상자산 이용자 보호 등에 관한 법률 시행령,가상자산이용자보호법 시행령,014682,20250422,35472,일부개정,1160100,금융위원회,대통령령,,20250423,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=270729&type=HTML&mobileYn=&efYd=20250423
243607,현행,가석방자관리규정,,002049,20220630,32737,타법개정,1270000,법무부,대통령령,,20220701,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=243607&type=HTML&mobileYn=&efYd=20220701
276691,현행,가습기살균제 피해구제를 위한 특별법,가습기살균제피해구제법,012804,20251001,21065,타법개정,1482000,기후에너지환경부,법률,,20251001,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=276691&type=HTML&mobileYn=&efYd=20251001
278493,현행,가습기살균제 피해구제를 위한 특별법 시행령,가습기살균제피해구제법 시행령,012969,20251001,35804,타법개정,1482000,기후에너지환경부,대통령령,,20251001,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=278493&type=HTML&mobileYn=&efYd=20251001
278867,현행,가습기살균제 피해구제를 위한 특별법 시행규칙,가습기살균제피해구제법 시행규칙,012971,20251001,00001,타법개정,1482000,기후에너지환경부,기후에너지환경부령,,20251001,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=278867&type=HTML&mobileYn=&efYd=20251001
264543,현행,가정보호심판규칙,,005698,20240726,03157,전부개정,9740000,대법원,대법원규칙,,20250101,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=264543&type=HTML&mobileYn=&efYd=20250101
285393,현행,가정폭력방지 및 피해자보호 등에 관한 법률,가정폭력방지법,000182,20260407,21535,일부개정,1384000,성평등가족부,법률,,20260708,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=285393&type=HTML&mobileYn=&efYd=20260708
288019,현행,가정폭력방지 및 피해자보호 등에 관한 법률 시행령,가정폭력방지법 시행령,002053,20260707,36498,일부개정,1384000,성평등가족부,대통령령,,20260708,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=288019&type=HTML&mobileYn=&efYd=20260708
288069,현행,가정폭력방지 및 피해자보호 등에 관한 법률 시행규칙,가정폭력방지법 시행규칙,006120,20260708,00012,일부개정,1384000,성평등가족부,성평등가족부령,,20260708,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=288069&type=HTML&mobileYn=&efYd=20260708
270787,현행,가정폭력범죄의 처벌 등에 관한 특례법,가정폭력처벌법,001132,20250422,20929,타법개정,1270000,법무부,법률,,20251023,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=270787&type=HTML&mobileYn=&efYd=20251023
172201,현행,가정폭력범죄의 처벌 등에 관한 특례법 시행령,가정폭력처벌법 시행령,012308,20150622,26325,제정,1270000,법무부,대통령령,,20160101,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=172201&type=HTML&mobileYn=&efYd=20160101
272659,현행,가족관계의 등록 등에 관한 규칙,,010569,20250626,03220,일부개정,9740000,대법원,대법원규칙,,20250719,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=272659&type=HTML&mobileYn=&efYd=20250719
257203,현행,가족관계의 등록 등에 관한 법률,가족관계등록법,010444,20231226,19841,타법개정,1270000,법무부,법률,,20241227,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=257203&type=HTML&mobileYn=&efYd=20241227
270215,현행,가족돌봄 등 위기아동ㆍ청년 지원에 관한 법률,위기아동청년법,014862,20250325,20846,제정,1352000,보건복지부,법률,,20260326,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=270215&type=HTML&mobileYn=&efYd=20260326
284645,현행,가족돌봄 등 위기아동ㆍ청년 지원에 관한 법률 시행령,위기아동청년법 시행령,015077,20260324,36215,제정,1352000,보건복지부,대통령령,,20260326,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=284645&type=HTML&mobileYn=&efYd=20260326
285235,현행,가족돌봄 등 위기아동ㆍ청년 지원에 관한 법률 시행규칙,위기아동청년법 시행규칙,015097,20260326,01165,제정,1352000,보건복지부,보건복지부령,,20260326,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=285235&type=HTML&mobileYn=&efYd=20260326
281949,현행,가족친화 사회환경의 조성 촉진에 관한 법률,가족친화법,010583,20251230,21270,일부개정,1384000,성평등가족부,법률,,20260701,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=281949&type=HTML&mobileYn=&efYd=20260701
281233,현행,가족친화 사회환경의 조성 촉진에 관한 법률 시행령,가족친화법 시행령,010770,20251230,35947,타법개정,1384000,성평등가족부,대통령령,,20260102,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=281233&type=HTML&mobileYn=&efYd=20260102
287603,현행,가족친화 사회환경의 조성 촉진에 관한 법률 시행규칙,가족친화법 시행규칙,010774,20260626,00011,일부개정,1384000,성평등가족부,성평등가족부령,,20260701,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=287603&type=HTML&mobileYn=&efYd=20260701
241933,현행,가축 및 축산물 이력관리에 관한 법률,축산물이력법,010599,20220426,18853,타법개정,1543000,농림축산식품부,법률,,20230427,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=241933&type=HTML&mobileYn=&efYd=20230427
212349,현행,가축 및 축산물 이력관리에 관한 법률 시행령,축산물이력법 시행령,010875,20191217,30247,일부개정,1543000,농림축산식품부,대통령령,,20200101,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=212349&type=HTML&mobileYn=&efYd=20200101
250601,현행,가축 및 축산물 이력관리에 관한 법률 시행규칙,축산물이력법 시행규칙,010884,20230427,00584,타법개정,1543000,농림축산식품부,농림축산식품부령,,20230427,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=250601&type=HTML&mobileYn=&efYd=20230427
276693,현행,가축분뇨의 관리 및 이용에 관한 법률,가축분뇨법,010297,20251001,21065,타법개정,1482000,기후에너지환경부,법률,,20251001,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=276693&type=HTML&mobileYn=&efYd=20251001
284655,현행,가축분뇨의 관리 및 이용에 관한 법률 시행령,가축분뇨법 시행령,010527,20260324,36220,타법개정,1482000,기후에너지환경부,대통령령,,20260324,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=284655&type=HTML&mobileYn=&efYd=20260324
287417,현행,가축분뇨의 관리 및 이용에 관한 법률 시행규칙,가축분뇨법 시행규칙,010532,20260622,00042,타법개정,1482000,기후에너지환경부,기후에너지환경부령,,20260622,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=287417&type=HTML&mobileYn=&efYd=20260622
245045,현행,가축분뇨의 자원화 및 이용 촉진에 관한 규칙,,010566,20221020,00549,일부개정,1543000,농림축산식품부,농림축산식품부령,,20221020,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=245045&type=HTML&mobileYn=&efYd=20221020
272861,현행,가축전염병 예방법,,001504,20250722,20998,일부개정,1543000,농림축산식품부,법률,,20260123,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=272861&type=HTML&mobileYn=&efYd=20260123
285559,현행,가축전염병 예방법 시행령,,002058,20260421,36267,일부개정,1543000,농림축산식품부,대통령령,,20260421,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=285559&type=HTML&mobileYn=&efYd=20260421
285745,현행,가축전염병 예방법 시행규칙,,006128,20260423,00766,일부개정,1543000,농림축산식품부,농림축산식품부령,,20260423,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=285745&type=HTML&mobileYn=&efYd=20260423
283815,현행,각급 법원에 배치할 판사의 수에 관한 규칙,,005699,20260303,03251,일부개정,9740000,대법원,대법원규칙,,20260303,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=283815&type=HTML&mobileYn=&efYd=20260303
284429,현행,각급 법원의 설치와 관할구역에 관한 법률,법원설치법,001709,20260317,21484,일부개정,9740000,대법원,법률,,20260317,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=284429&type=HTML&mobileYn=&efYd=20260317
268137,현행,각급 법원 판사 정원법,판사정원법,001300,20250107,20659,일부개정,9740000,대법원,법률,,20250107,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=268137&type=HTML&mobileYn=&efYd=20250107
